title,genres,type,developer,publisher,user_rating,metacritic_score
Will You Snail?,"Action, Indie, Platformer",Singleplayer,Jonas Tyroller,Jonas Tyroller,0.0,82
Yakuza 5 Remastered,Action,Singleplayer,Ryu ga Gotoku Studio,SEGA,4.2,82
51 Worldwide Classics,"Board Games, Casual, Family",,Agenda,Nintendo,4.12,82
Signalis,"Action, Adventure, Indie",Singleplayer,rose-engine,rose-engine,4.36,82
Tails of Iron,"Action, Adventure, RPG, Indie",Singleplayer,Odd Bug Studio,"CI Games, United Label",3.9,82
The Life and Suffering of Sir Brante,"Adventure, RPG, Strategy, Simulation, Indie",Singleplayer,Sever,101XP,4.19,82
Disc Room,"Action, Adventure, Indie",Singleplayer,"Terri Vellmann, Doseone, Kitty, Terri, Dose, and JW",Devolver Digital,3.69,82
UnMetal,"Action, Adventure, Indie",Singleplayer,@unepic_fran,"Versus Evil, @unepic_fran",3.68,82
Super Mario 3D All-Stars,"Action, Platformer",,Nintendo,Nintendo,3.93,82
Gnosia,"Adventure, RPG",Singleplayer,"mebius, Petit Depotto",Playism,4.38,82
Grounded,"Adventure, Indie","Singleplayer, Multiplayer",Obsidian Entertainment,Xbox Game Studios,3.79,82
Hardspace: Shipbreaker,Simulation,Singleplayer,Blackbird Interactive,"Focus Home Interactive, Focus Entertainment",3.89,82
The Last Spell,"Action, RPG, Strategy, Indie",Singleplayer,"CCCP, Ishtar Games","The Arcade Crew, CCCP",3.85,82
Monster Hunter Stories 2: Wings of Ruin,"Adventure, RPG","Singleplayer, Multiplayer",Capcom,Capcom,3.84,82
Gears 5: Hivebusters,"Action, Shooter",,The Coalition,Xbox Game Studios,3.83,82
Them's Fightin' Herds,"Action, Fighting, Indie","Singleplayer, Multiplayer, Online multiplayer, Local Multiplayer",Mane6,"Humble Bundle, Mane6",3.36,82
Everhood,"Action, Adventure, RPG, Indie",Singleplayer,"Chris Nordgren, Jordi Roca, EverhoodDev, Foreign Gnomes","Surefire.Games, Foreign Gnomes",4.18,82
Command & Conquer Remastered Collection,Strategy,"Singleplayer, Multiplayer",Petroglyph,Electronic Arts,4.19,82
Assassin's Creed Valhalla,"Action, Adventure, RPG","Singleplayer, Multiplayer",Ubisoft Montreal,Ubisoft Entertainment,3.69,82
Control Ultimate Edition,"Action, Shooter, Adventure",Singleplayer,Remedy Entertainment,505 Games,4.32,82
Wingspan,"Strategy, Casual, Indie","Singleplayer, Multiplayer, Online multiplayer, Local Multiplayer",Monster Couch,"indienova, Monster Couch, Stonemaier Games",3.65,81
Barotrauma,"Action, Strategy, Simulation, Indie","Singleplayer, Multiplayer, Online multiplayer, Local Multiplayer","FakeFish, Undertow Games",FakeFish,3.78,81
Pathfinder: Wrath of the Righteous,RPG,Singleplayer,Owlcat Games,"META Publishing, Owlcat Games",4.24,81
Ynglet,"Action, Casual, Indie",Singleplayer,"Nifflas' Games, Nifflas Games, Triple Topping, Nifflas","Akupara Games, Triple Topping",0.0,81
Alba: A Wildlife Adventure,"Adventure, Casual",Singleplayer,ustwo games,ustwo games,4.17,81
Jagged Alliance 3,"Action, Strategy","Singleplayer, Multiplayer",Haemimont Games,THQ Nordic,3.87,81
Littlewood,"Adventure, RPG, Casual, Indie",Singleplayer,Sean Young,SmashGames,3.64,81
Curse of the Dead Gods,"Action, Adventure, RPG",Singleplayer,Passtech Games,Focus Home Interactive,3.63,81
Kentucky Route Zero,"Adventure, Indie",Singleplayer,"Netflix, Cardboard Computer","Annapurna Interactive, Netflix, Cardboard Computer",3.98,81
Lost Ark,"RPG, Massively Multiplayer","Singleplayer, Multiplayer",Smilegate Entertainment,"Amazon Games, Mail.Ru Group",3.18,81
Atelier Ryza 2: Lost Legends & the Secret Fairy,"Adventure, RPG",Singleplayer,"KOEI TECMO GAMES CO, Gust",Koei Tecmo Games,3.61,81
Age of Empires IV,Strategy,"Singleplayer, Multiplayer","Relic Entertainment, World's Edge","Microsoft Studios, Xbox Game Studios",3.89,81
Inertial Drift,"Racing, Indie","Singleplayer, Multiplayer",Level 91 Entertainment,PQube,2.96,81
Sackboy: A Big Adventure,"Action, Adventure, Platformer","Singleplayer, Multiplayer",Sumo Digital,PlayStation PC,4.13,81
The Legend of Zelda: Skyward Sword HD,"Action, Adventure",,Nintendo,Nintendo,4.35,81
Trials of Fire,"RPG, Strategy, Indie",Singleplayer,Whatboy Games,Whatboy Games,3.59,81
Gears Tactics,Strategy,Singleplayer,"Splash Damage, The Coalition","Microsoft Studios, Xbox Game Studios",3.88,81
Vitamin Connection,"Action, Adventure, Family",Multiplayer,WayForward Technologies,WayForward,0.0,80
Roundguard,"Action, RPG, Strategy, Casual, Indie",Singleplayer,Wonderbelly Games,"The Quantum Astrophysicists Guild, Wonderbelly Games",3.41,80
Sakuna: Of Rice and Ruin,"Action, Simulation, Indie, Platformer",Singleplayer,Edelweiss,"XSEED Games, Marvelous USA, Marvelous",3.75,80
Cyber Shadow,"Action, Indie, Platformer",Singleplayer,"Aarne ""MekaSkull"" Hunziker",Yacht Club Games,3.81,80
Syberia: The World Before,Adventure,Singleplayer,"Microids, Koalabs",Microids,3.91,80
Old World,"Strategy, Simulation","Singleplayer, Multiplayer, Cross-Platform Multiplayer",Mohawk Games,"Hooded Horse, Mohawk Gaming Enterprises",3.64,80
Atelier Dusk Trilogy Deluxe Pack,"Adventure, RPG",,Gust,"Tecmo Koei America, Koei Tecmo",0.0,80
CLAP HANZ GOL‪F‬,Sports,,Clap Hanz,,0.0,
Saviors of Sapphire Wings / Stranger of Sword City Revisited,RPG,Singleplayer,"Codeglue, Experience",NIS America,0.0,80
Bravely Default II,"Adventure, RPG",Singleplayer,"Square Enix, Claytechworks",Square Enix,3.64,80
Crown Trick,"Adventure, RPG, Strategy, Indie",Singleplayer,NEXT Studios,NEXT Studios,3.57,80
Kaze and the Wild Masks,"Action, Adventure, Arcade, Indie, Platformer",Singleplayer,SOEDESCO Publishing,Soedesco,4.0,80
Boomerang X,"Action, Indie",Singleplayer,DANG!,Devolver Digital,4.19,80
The Artful Escape,"Action, Adventure, Indie, Platformer",Singleplayer,Beethoven and Dinosaur,Annapurna Interactive,4.1,80
Card Shark,"Adventure, Simulation, Card, Indie",Singleplayer,"Nerial, Laughing Jackal",Devolver Digital,3.96,80
Heavenly Bodies,"Action, Adventure, Simulation","Singleplayer, Local Multiplayer",2pt Interactive,,3.74,80
Subnautica: Below Zero,"Adventure, Indie",Singleplayer,Unknown Worlds Entertainment,Unknown Worlds Entertainment,4.0,80
Observer: System Redux,"Adventure, Indie",Singleplayer,"Bloober Team, Anshar Studios","Aspyr, Bloober Team",4.08,80
The Walking Dead: Saints & Sinners,"Action, Adventure, RPG, Strategy, Simulation, Indie",Singleplayer,Skydance Interactive,Skydance Interactive,3.81,80
Diablo II: Resurrected,"Action, RPG",,Vicarious Visions,"Activision Blizzard, Blizzard Entertainment",4.11,80
Valorant,"Action, Shooter, Strategy",,Riot Games,Riot Games,3.53,80
Urban Flow,"Strategy, Simulation, Arcade, Casual, Indie, Puzzle","Singleplayer, Multiplayer, Local Multiplayer, 4 Player Local",Baltoro Games,Baltoro Games,0.0,80
Fantasian,RPG,,Mistwalker,"Square Enix, MISTWALKER",4.17,80
Visage,"Action, Adventure, Simulation, Indie",Singleplayer,SadSquare Studio,SadSquare Studio,3.36,80
Sam & Max Save The World - Remastered,"Adventure, Puzzle",,Skunkape Games,Skunkape Games,3.69,80
UFC 4,Sports,Multiplayer,Electronic Arts,Electronic Arts,3.56,80
Ghost Song,"Action, Indie",Singleplayer,Old Moon,"Adult Swim Games, Humble Games",3.33,80
SnowRunner,Racing,co-op multiplayer,Saber Interactive,Focus Home Interactive,3.98,80
Resident Evil 3,"Action, Shooter, Adventure","Singleplayer, Multiplayer","Capcom, GOG",Capcom,4.04,80
Fall Guys: Ultimate Knockout,"Action, Sports, Casual, Massively Multiplayer, Indie","Online multiplayer, Cross-Platform Multiplayer",Mediatonic,Devolver Digital,3.73,80
Genesis Noir,Adventure,Singleplayer,Feral Cat Den,Fellow Traveller,3.63,80
The Eternal Cylinder,"Action, Adventure",Singleplayer,ACE Team,Good Shepherd Entertainment,3.42,80
Persona 5 Strikers,"Action, Adventure, RPG",Singleplayer,"Atlus, Koei Tecmo, Omega Force","SEGA, Atlus",3.92,80
Hidden Through Time,"Casual, Educational, Puzzle",Singleplayer,"Crazy Monkey Studios, Rogueside","Crazy Monkey Studios, Crazy Monkey, Rogueside",3.76,80
Ruined King: A League of Legends Story,RPG,"Singleplayer, Multiplayer",Airship Syndicate,"Riot Games, Riot Forge",3.83,80
Eastward,"Adventure, RPG, Indie",Singleplayer,Pixpil,Chucklefish,3.67,80
UnderMine,"Action, Adventure, RPG, Indie",Singleplayer,"Adam McLellan, Ricardo Chirino, Thorium Entertainment","Adam McLellan, Thorium Entertainment",3.82,80
Paper Mario: The Origami King,"Action, Adventure, RPG",,Intelligent Systems,Nintendo,3.98,80
Prodeus,"Action, Adventure, Indie",Singleplayer,,Humble Games,3.93,80
Teardown,"Action, Strategy, Simulation, Indie",Singleplayer,Tuxedo Labs,Tuxedo Labs,4.16,80
Kena: Bridge of Spirits,"Action, Shooter, Adventure, Strategy, Indie",Singleplayer,Ember Lab,Ember Lab,3.98,80
Lego Star Wars: The Skywalker Saga,"Action, Adventure, Platformer",Singleplayer,TT Games,"Microsoft Studios, Warner Bros. Interactive, WB Games",3.85,80
Skul: The Hero Slayer,"Action, Indie","Singleplayer, Multiplayer",SouthPAW Games,NEOWIZ,3.59,80
Wide Ocean Big Jacket,"Adventure, Simulation, Casual, Indie",Singleplayer,"Tender Claws, Turnfollow",Tender Claws,4.31,79
Monster Sanctuary,"Adventure, RPG, Strategy, Indie",Singleplayer,Denis Sinner,Denis Sinner,3.6,79
Wayward Strand,"Adventure, RPG, Simulation, Indie",Singleplayer,ghost pattern,Ghost Pattern,0.0,79
DiRT 5,"Racing, Arcade","Singleplayer, Multiplayer, Local Multiplayer, 4 Player Local",Codemasters,"Electronic Arts, Codemasters",3.25,79
Superhot: Mind Control Delete,"Action, Indie",Singleplayer,SUPERHOT Team,SUPERHOT Team,3.86,79
New Pokémon Snap,"Simulation, Casual",,"Bandai Namco Entertainment, Game Freak",Nintendo,3.88,79
Roguebook,"Adventure, RPG, Strategy, Card, Indie",Singleplayer,"Abrakam, Abrakam Entertainment","Nacon, Abrakam",4.0,79
Exo One,"Adventure, Simulation, Indie",Singleplayer,Exbleative,Exbleative,3.76,79
Cafe Enchante,Adventure,,Otomate,"Aksys Games, Idea Factory",0.0,79
Röki,"Adventure, Indie",Singleplayer,Polygon Treehouse,"CI Games, United Label",4.2,79
Call of Duty: Warzone,Shooter,Multiplayer,"Raven Software, Infinity Ward, Beenox, Sledgehammer Games, High Moon Studios",Activison,3.62,79
Scarlet Nexus,"Action, Adventure, RPG",Singleplayer,"BANDAI NAMCO Entertainment America, Bandai Namco Entertainment","Bandai Namco Entertainment, BANDAI NAMCO Entertainment US",3.61,79
Sifu,"Action, Fighting",Singleplayer,Sloclap,"Microids, Kepler Interactive, Sloclap",4.07,79
Puyo Puyo Tetris 2,"Action, Casual, Family, Puzzle","Singleplayer, Multiplayer, Local Multiplayer",Sonic Team,SEGA,3.88,79
3 out of 10: Season One,Adventure,,Terrible Posture Games,Terrible Posture Games,3.24,79
Star Wars: Squadrons,"Action, Simulation","Singleplayer, Multiplayer","Electronic Arts, Motive Studios",Electronic Arts,3.16,79
Flynn: Son of Crimson,"Action, Adventure, Indie",Singleplayer,Studio Thunderhorse,"Humble Games, Studio Thunderhorse",3.26,79
TOEM,"Adventure, Casual, Indie",Singleplayer,Something We Made,Something We Made,4.08,79
Midnight Protocol,"Action, RPG, Strategy, Indie",Singleplayer,LuGus Studios,"Iceberg Interactive, LuGus Studios",2.83,79
Paper Beast,"Adventure, Simulation, Casual, Indie",Singleplayer,Pixel Reef,"Plug In Digital, Pixel Reef",2.72,79
Fuser,"Simulation, Casual, Family",,Harmonix,NCsoft,3.67,79
Metal: Hellsinger,"Action, Shooter, Adventure",Singleplayer,The Outsiders,"Funcom, Funcom Oslo",3.95,79
THE WONDERFUL 101: REMASTERED,"Action, Adventure","Singleplayer, Multiplayer",Platinum Games,PlatinumGames,3.82,78
Pascal's Wager,"Action, RPG",Multiplayer,Giant Network,Giant Games,3.64,78
Dandy Ace,"Action, Indie",Singleplayer,Mad Mimic,Mad Mimic,2.79,78
Ys IX: Monstrum Nox,"Action, Adventure, RPG",Singleplayer,"Engine Software, Nihon Falcom, PH3","NIS America, NIHON FALCOM, Clouded Leopard Entertainment",3.91,78
Labyrinth City: Pierre the Maze Detective,"Adventure, Casual, Indie, Puzzle",Singleplayer,"Darjeeling, Labyrinth City",Pixmain,3.92,78
Adios,"Adventure, Indie",Singleplayer,Mischief,Mischief,3.58,78
Mafia: Definitive Edition,"Action, Shooter",Singleplayer,Hangar 13,2K Games,4.24,78
Chivalry 2,"Action, Fighting","Multiplayer, Cross-Platform Multiplayer",Torn Banner Studios,"Deep Silver, Tripwire Interactive, Tripwire Presents",3.76,78
Control: The Foundation,"Action, Shooter, Adventure",,Remedy Entertainment,505 Games,4.02,78
Mount & Blade II: Bannerlord,"Action, RPG, Strategy, Simulation","Singleplayer, Multiplayer",TaleWorlds Entertainment,TaleWorlds Entertainment,4.24,78
Taiko no Tatsujin The Drum Master!,Arcade,,Bandai Namco Entertainment,Bandai Namco Entertainment,0.0,
JUSTICE SUCKS,Action,,Samurai Punk,tinyBuild,0.0,
Rain on Your Parade,"Action, Adventure, Casual, Indie",Singleplayer,Unbound Creations,Unbound Creations,3.4,78
Windjammers 2,"Sports, Indie","Singleplayer, Multiplayer, Online multiplayer, Local Multiplayer",DotEmu,DotEmu,4.07,78
Riders Republic,"Action, Sports, Massively Multiplayer","Singleplayer, Multiplayer, Cross-Platform Multiplayer","Ubisoft, Ubisoft Annecy, Ubisoft Pune, Ubisoft Kyiv, Ubisoft Belgrade, Ubisoft Odesa",Ubisoft Entertainment,3.32,78
Shadow Empire,"RPG, Strategy, Simulation",Singleplayer,VR Designs,Slitherine,0.0,78
PixelJunk Eden 2,"Action, Adventure, Casual, Indie","Singleplayer, Multiplayer",Q-Games,Q-Games,0.0,78
Hyrule Warriors: Age of Calamity,"Action, Adventure, Fighting",,"Omega Force, KOEI TECMO GAMES CO",Nintendo,3.88,78
Going Under,"Action, Indie",Singleplayer,Aggro Crab,Team17 Digital,3.72,78
Doom Eternal: The Ancient Gods - Part Two,"Action, Shooter",Singleplayer,id Software,Bethesda Softworks,4.15,78
Immortals: Fenyx Rising,"Action, Adventure, RPG",Singleplayer,"Ubisoft, Ubisoft Quebec",Ubisoft Entertainment,3.73,78
System Shock,"Action, Shooter, Adventure",Singleplayer,"Nightdive Studios, Night Dive Studios","Nightdive Studios, Night Dive Studios",3.85,78
Neon Abyss,"Action, Shooter, Indie, Platformer",Singleplayer,"Veewo Games, Veewo","Team17 Digital, VEEWO GAMES",3.43,78
Cake Bash,"Action, Casual, Fighting, Indie","Multiplayer, Local Multiplayer",High Tea Frog,Coatsink,0.0,78
Eldest Souls,"Action, Adventure, Indie",Singleplayer,"Fallen Flag Studio, Fallen Flag Studios","CI Games, United Label",3.79,78
GTFO,"Action, Adventure","Multiplayer, Online multiplayer",10 Chambers Collective,10 Chambers Collective,3.66,78
Road 96,"Action, Adventure, Indie",Singleplayer,Digixart,"Digixart, Digixart Entertainment",3.95,78
Lone Echo II,"Action, Adventure",,Ready at Dawn Studios,Oculus Studios,0.0,78
Granblue Fantasy: Versus,"Action, Fighting","Singleplayer, Multiplayer","Arc System Works, Cygames","XSEED Games, Marvelous USA, Cygames",3.49,78
Record of Lodoss War: Deedlit in Wonder Labyrinth,"Action, Platformer",Singleplayer,"Team Ladybug, Why so serious?","Playism, Why so serious?",4.1,78
WRC 9 FIA World Rally Championship,"Simulation, Sports, Racing","Singleplayer, Multiplayer, Cross-Platform Multiplayer","Kylotonn Entertainment, KT Racing","Bigben Interactive, Nacon",3.88,78
The Jackbox Party Pack 7,"Casual, Indie","Singleplayer, Multiplayer, Local Multiplayer",Jackbox Games,Jackbox Games,4.3,78
Trifox,"Action, Shooter, Adventure, Indie",Singleplayer,Glowfish Interactive,"Big Sugar, Glowfish Interactive",0.0,78
Solar Ash,"Action, Adventure",Singleplayer,Heart Machine,Annapurna Interactive,3.84,78
Ghostwire: Tokyo,Action,Singleplayer,Tango Gameworks,Bethesda Softworks,3.55,78
art of rally,"Sports, Racing, Indie",Singleplayer,Funselektor Labs,Funselektor Labs,3.45,78
Overwatch 2,"Action, Shooter, Massively Multiplayer","Multiplayer, Cross-Platform Multiplayer",Activision Blizzard,"Activision Blizzard, Blizzard Entertainment",3.11,78
Lost in Random,"Action, Adventure, Indie",Singleplayer,"Zoink!, Thunderful",Electronic Arts,3.62,78
The Pathless,"Action, Adventure, Indie",Singleplayer,"Annapurna Interactive, Giant Squid",Annapurna Interactive,3.86,78
Rise of the Third Power,"Action, Adventure, RPG, Indie",Singleplayer,Stegosoft Games,"DANGEN Entertainment, Stegosoft Games",0.0,78
PHOGS!,"Adventure, Casual, Indie, Puzzle, Platformer","Singleplayer, Multiplayer, Online multiplayer, Local Multiplayer","Coatsink, Bit Loom Games",Coatsink,3.19,78
Good Job!,"Action, Puzzle","Multiplayer, Local Multiplayer",Paladin Studios,Nintendo,3.5,78
Fights in Tight Spaces,"Action, Strategy, Puzzle",Singleplayer,"Mode 7, Ground Shatter",Mode 7,3.78,78
Revita,"Action, Adventure, RPG, Indie, Platformer",Singleplayer,"Benstar, Ben Star",Dear Villagers,0.0,78
Wytchwood,"Adventure, RPG, Casual, Indie",Singleplayer,Alientrap,"Alientrap, Whitethorn Digital",3.76,78
Black Book,"Adventure, RPG, Strategy, Indie",Singleplayer,Morteshka,"HypeTrain Digital, Morteshka",4.06,78
Capcom Arcade Stadium,"Action, Arcade","Singleplayer, Multiplayer, Local Multiplayer, 4 Player Local",Capcom,Capcom,2.68,78
Olija,"Action, Adventure, Indie",Singleplayer,"Skeleton Crew Studio, Thomas Olsson",Devolver Digital,3.59,78
Fury Unleashed,"Action, Shooter, Adventure",Multiplayer,Awesome Games Studio,"Awesome Games Studio, Awesome Games, Awesome Games Studio Sp",3.42,78
Amnesia: Rebirth,"Action, Adventure, Indie",Singleplayer,Frictional Games,Frictional Games,3.4,78
Evil Genius 2 World Domination,"Strategy, Simulation",Singleplayer,Rebellion,Rebellion,3.35,77
Strangeland,Adventure,Singleplayer,Wormwood Studios,Wadjet Eye Games,4.15,77
Humankind,Strategy,"Singleplayer, Multiplayer, Online multiplayer",Amplitude Studios,SEGA,3.66,77
Shady Part of Me,"Adventure, Indie",Singleplayer,Douze Dixièmes,Douze Dixièmes,4.1,77
Dying Light 2 Stay Human,"Action, Adventure, RPG","Singleplayer, Multiplayer",Techland,Techland Publishing,3.65,77
Solasta: Crown of the Magister,"Adventure, RPG, Strategy",Singleplayer,Tactical Adventures,Tactical Adventures,3.47,77
Batbarian: Testament of the Primordials,"Action, Adventure, RPG, Indie, Platformer",Singleplayer,Unspeakable Pixels,DANGEN Entertainment,3.75,77
Moving Out,"Action, Simulation, Casual, Indie","Singleplayer, Multiplayer, Online multiplayer, Local Multiplayer, Cross-Platform Multiplayer","SMG Studio, Devm Games",Team17 Digital,3.65,77
Tchia,"Action, Adventure",Singleplayer,Awaceb,"Kepler Interactive, Awaceb",3.33,77
Atelier Shallie: Alchemists of the Dusk Sea DX,"Adventure, RPG",Singleplayer,KOEI TECMO GAMES CO,"Koei Tecmo Games, Tecmo Koei America",3.57,77
Atelier Escha & Logy: Alchemists of the Dusk Sky DX,"Adventure, RPG",Singleplayer,KOEI TECMO GAMES CO,"Koei Tecmo Games, Tecmo Koei America",4.29,77
Scott Pilgrim vs. The World: The Game – Complete Edition,"Action, Adventure, Fighting","Singleplayer, Multiplayer, Local Multiplayer","Ubisoft, Ubisoft Montreal, Engine Software, Ubisoft Chengdu, Ubisoft Pune Production",Ubisoft Entertainment,3.61,77
BPM: BULLETS PER MINUTE,"Action, Shooter, Adventure, Indie",Singleplayer,Awe Interactive,Awe Interactive,3.68,77
Weird West,"Action, Adventure, RPG, Simulation, Indie",Singleplayer,WolfEye Studios,Devolver Digital,3.74,77
When The Past Was Around,"Adventure, Casual, Indie",Singleplayer,"Mojiken, TOGE INTERACTIVE, PT","Toge Productions, TOGE INTERACTIVE, PT",3.89,77
Picross S4,Puzzle,Multiplayer,Jupiter,"Nintendo, Jupiter",4.29,77
Ocean's Heart,"Action, Adventure, RPG, Indie",Singleplayer,Max Mraz,Nordcurrent,3.27,77
LEMNIS GATE,"Action, Shooter, Strategy, Indie","Multiplayer, Online multiplayer, Local Multiplayer",Ratloop Games Canada,Ratloop Games Canada,3.12,77
Shin Megami Tensei III: Nocturne HD Remaster,"Action, RPG",Singleplayer,Atlus,SEGA,3.89,77
Lost Words: Beyond the Page,"Action, Adventure, Casual, Family, Indie, Puzzle",Singleplayer,"Plug In Digital, Sketchbook Games, Fourth State","Plug In Digital, Modus Games",3.91,77
Yakuza 3 Remastered,"Action, Adventure",Singleplayer,Ryu ga Gotoku Studio,SEGA,3.63,77
Call of the Sea,"Adventure, Casual, Indie, Puzzle","Singleplayer, Multiplayer","Out of the Blue, Out of the Blue Studios",Raw Fury,3.7,77
Mortal Kombat 11: Aftermath,"Action, Fighting",,"NetherRealm Studios, QLOC",Warner Bros. Interactive,4.02,77
Temtem,"Adventure, RPG, Massively Multiplayer, Indie",,Crema,Crema,3.54,77
XCOM: Chimera Squad,Strategy,Singleplayer,Firaxis,2K Games,3.47,77
As Dusk Falls,Adventure,"Singleplayer, Multiplayer, Local Multiplayer","INT./NIGHT, Night, INTERIOR NIGHT, INTERIOR","Xbox Game Studios, Xbox Publishing Studio",4.02,77
Wraith the oblivion - Afterlife,"Action, Adventure",,Fast Travel Games,Fast Travel Games,0.0,76
World of Demons,Action,,Platinum Games,PlatinumGames,0.0,
Super Perils of Baking,"Action, Casual, Indie",Singleplayer,Lillymo Games,Lillymo Games,0.0,
Kingdom Hearts: Melody of Memory,"Arcade, Family",Multiplayer,Square Enix,Square Enix,3.77,76
Axiom Verge 2,"Action, Adventure, Indie, Puzzle, Platformer",Singleplayer,Thomas Happ Games,Thomas Happ Games,3.79,76
Carrion,"Action, Adventure, Indie",Singleplayer,Phobia Game Studio,Devolver Digital,3.85,76
F.I.S.T.: Forged In Shadow Torch,"Action, Adventure",Singleplayer,TiGAMES,bilibili,3.68,76
South of the Circle,Adventure,Singleplayer,"State of Play Games, State of Play","11 bit studios, State of Play Games",3.72,76
King Arthur: Knight's Tale,"RPG, Strategy",Singleplayer,NeoCoreGames,NeocoreGames,3.39,76
Tormented Souls,"Action, Adventure",Singleplayer,"Dual Effect, Abstract Digital",PQube,3.64,76
Noita,"Action, Adventure, RPG, Simulation, Indie",Singleplayer,Nolla Games,Nolla Games,4.04,76
Wildfire,"Action, Adventure, Strategy, Indie",Singleplayer,Sneaky Bastards,Sneaky Bastards,3.12,76
Parkasaurus,Simulation,Singleplayer,WashBear,WashBear,3.47,76
NHL 21,Sports,Multiplayer,Electronic Arts,Electronic Arts,3.21,76
The Wild at Heart,"Adventure, Strategy, Indie",Singleplayer,Moonlight Kids,"Humble Games, Moonlight Kids",3.64,76
The Big Con,Adventure,Singleplayer,Mighty Yell,Mighty Yell,3.54,76
Back 4 Blood,"Action, Shooter","Singleplayer, Multiplayer",Turtle Rock Studios,Warner Bros. Interactive,3.23,76
Pumpkin Jack,"Action, Adventure, Indie",Singleplayer,"NicolasMey, Nicolas Meyssonnier","Headup Games, Nicolas Meyssonnier",3.69,76
Trigger Witch,"Action, Shooter, Adventure, Indie","Singleplayer, Multiplayer, Local Multiplayer",Rainbite,"eastasiasoft, Rainbite",0.0,76
Samurai Shodown NeoGeo Collection,"Action, Fighting","Singleplayer, Multiplayer",Digital Eclipse,SNK,0.0,76
Airborne Kingdom,"Strategy, Simulation, Indie",Singleplayer,The Wandering Band,"Freedom Games, The Wandering Band",3.58,76
Into the Radius VR,Action,Singleplayer,CM Games,CM Games,4.21,76
DOOM 64 (2020),"Action, Shooter",Singleplayer,"id Software, Nightdive Studios","Bethesda Softworks, Bethesda",3.63,76
Zombie Army 4: Dead War,"Action, Shooter, Arcade","Singleplayer, Multiplayer",Rebellion,Rebellion,3.37,76
Floppy Knights,"Strategy, Indie",Singleplayer,Rose City Games,Those Awesome Guys,3.29,76
SAMURAI WARRIORS 5,Action,Multiplayer,"KOEI TECMO America, KOEI TECMO GAMES CO","Koei Tecmo Games, Tecmo Koei America",3.64,76
Omno,Adventure,Singleplayer,Jonas Manke,StudioInkyfox,3.49,76
Utawarerumono: Prelude to the Fallen (Remastered),"Adventure, RPG, Strategy, Simulation",Singleplayer,"Aquaplus, Leaf","Shiravune, DMM GAMES, AQUAPLUS",3.5,76
Shantae and the Seven Sirens,"Adventure, Platformer",Singleplayer,WayForward Technologies,"WayForward, Wayforward Technologies",3.51,76
Doom Eternal: The Ancient Gods - Part One,"Action, Shooter",Singleplayer,id Software,Bethesda Softworks,4.13,76
FIFA 22,Sports,"Singleplayer, Multiplayer, Local Multiplayer",Electronic Arts Vancouver,Electronic Arts,3.38,76
Bonkies,"Casual, Indie",Local Multiplayer,"Studio Gauntlet, Gauntlet Games","Crunching Koalas, Gauntlet Games",0.0,76
Tell Me Why,Adventure,Singleplayer,DONTNOD Entertainment,Xbox Game Studios,3.18,76
Let's Sing Queen,Casual,Multiplayer,Ravenscourt,,0.0,76
Mythic Ocean,"Adventure, Indie",Singleplayer,Paralune,Nakana.io,0.0,76
Trials of Mana Remastered,"Action, RPG",Singleplayer,Square Enix,Square Enix,3.36,76
Bugsnax,"Action, Adventure, Casual, Indie",Singleplayer,Young Horses,Young Horses,3.56,76
Journey to the Savage Planet,"Action, Adventure","Singleplayer, Multiplayer",Typhoon studios,505 Games,3.64,76
Chorus,"Action, Shooter, Adventure, Indie",Singleplayer,"Deep Silver, Deep Silver Fishlabs",Deep Silver,3.54,76
Children of Silentown,"Adventure, Casual, Indie",Singleplayer,"Elf Games, Luna2 Studio",Elf Games,4.0,76
Call of Duty: Black Ops Cold War,"Action, Shooter","Singleplayer, Multiplayer, Cross-Platform Multiplayer","Raven Software, Treyarch, Beenox, Sledgehammer Games, High Moon Studios, Activision Shanghai","Activision Blizzard, Activison, Activision Value Publishing",3.8,76
Midnight Fight Express,"Action, Indie",Singleplayer,Jacob Dzwinel,Humble Games,3.62,76
The Girl of Glass: A Summer Bird's Tale,"Adventure, RPG, Indie",Singleplayer,Markus With Friends,En Widunderlig Produktion,0.0,75
PGA TOUR 2K21,"Simulation, Sports","Singleplayer, Multiplayer, Local Multiplayer",HB Studios Multimedia,2K Games,3.45,75
Carto,"Adventure, Indie, Puzzle",Singleplayer,Sunhead Games,"Humble Games, X.D. Network",3.89,75
Far Cry 6,"Action, Shooter, Adventure","Singleplayer, Multiplayer","Ubisoft, Ubisoft Montreal, Ubisoft Toronto, Ubisoft Shanghai, Ubisoft Kyiv, Ubisoft Berlin",Ubisoft Entertainment,3.36,75
Haven,"Adventure, RPG",Singleplayer,The Game Bakers,The Game Bakers,3.51,75
Mortal Shell,"Action, RPG",Singleplayer,"Cold Symmetry, PlayStack",PlayStack,3.22,75
The Climb 2,"Action, Simulation",,Crytek,Crytek,0.0,75
Mail Mole,"Action, Adventure, Indie",Singleplayer,Talpa Games,Undercoders,0.0,75
"Honey, I Joined a Cult","Strategy, Simulation, Indie",Singleplayer,Sole Survivor Games,Sole Survivor Games,3.62,75
Patapon 2 Remastered,Action,,"SIE Japan Studio, Pyramid",Sony Interactive Entertainment,4.0,75
Mario Kart Live: Home Circuit,Racing,,"Nintendo, Velan studios",Nintendo,4.3,75
